"payment_id";"guest_id";"room_number";"payment_amount";"payment_date";"payment_type"
"P001408";"G01331";525;93.53;"2026-04-19";"Card"
"P001409";"G01332";515;40.83;"2026-06-06";"Card"
"P001410";"G01334";218;253.15;"2026-06-03";"Stripe"
"P001411";"G01335";518;189.69;"2026-04-30";"Card"
"P001412";"G01336";411;0.72;"2026-01-17";"Stripe"
"P001413";"G01337";505;10.32;"2026-01-12";"Card"
"P001414";"G01337";505;15.34;"2026-01-12";"Stripe"
"P001415";"G01340";518;75.79;"2026-04-01";"Card"
"P001416";"G01341";434;24.17;"2026-03-25";"Card"
"P001417";"G01345";129;93.13;"2026-06-18";"Card"
"P001418";"G01346";413;15.27;"2026-06-09";"Stripe"
"P001419";"G01346";413;41.72;"2026-06-06";"Card"
"P001420";"G01347";509;152.87;"2026-04-23";"Card"
"P001421";"G01348";117;55.73;"2026-06-13";"Card"
"P001422";"G01349";304;163.78;"2026-01-29";"Card"
"P001423";"G01350";517;137.99;"2026-02-26";"Card"
"P001424";"G01351";330;211.62;"2026-05-20";"Stripe"
"P001425";"G01352";228;7.96;"2026-02-12";"Cash"
"P001426";"G01353";432;134.86;"2026-03-18";"Stripe"
"P001427";"G01355";302;163.73;"2026-06-08";"Card"
"P001428";"G01356";334;260.09;"2026-04-30";"Card"
"P001429";"G01357";307;209.96;"2026-04-01";"Card"
"P001430";"G01358";516;229.83;"2026-03-17";"Cash"
"P001431";"G01359";514;64.45;"2026-04-01";"Card"
"P001432";"G01360";327;39.65;"2026-03-04";"Card"
"P001433";"G01361";121;61.28;"2026-03-04";"Stripe"
"P001434";"G01362";503;100.68;"2026-06-10";"Card"
"P001435";"G01363";223;14.94;"2026-05-21";"Card"
"P001436";"G01364";219;123.11;"2026-06-17";"Card"
"P001437";"G01365";212;156.2;"2026-04-20";"Card"
"P001438";"G01366";511;123.96;"2026-05-30";"Card"
"P001439";"G01368";115;20.31;"2026-03-28";"Card"
"P001440";"G01371";531;90.81;"2026-02-25";"Stripe"
"P001441";"G01371";531;61.62;"2026-02-23";"Card"
"P001442";"G01371";531;174.53;"2026-02-25";"Card"
"P001443";"G01372";528;99.8;"2026-06-30";"Card"
"P001444";"G01372";528;48.45;"2026-06-30";"Card"
"P001445";"G01372";528;33.3;"2026-06-28";"Card"
"P001446";"G01373";217;9.31;"2026-06-03";"Card"
"P001447";"G01374";112;181.27;"2026-05-14";"Stripe"
"P001448";"G01375";416;3.06;"2026-02-13";"Card"
"P001449";"G01376";524;55.51;"2026-02-25";"Card"
"P001450";"G01377";203;354.83;"2026-01-28";"Stripe"
"P001451";"G01378";423;5.2;"2026-02-01";"Card"
"P001452";"G01378";423;10.42;"2026-02-01";"Card"
"P001453";"G01380";402;7.58;"2026-06-20";"Stripe"
"P001454";"G01381";505;68.23;"2026-06-13";"Card"
"P001455";"G01382";506;213.71;"2026-04-10";"Card"
"P001456";"G01383";403;215.41;"2026-06-01";"Card"
"P001457";"G01384";213;64.25;"2026-03-08";"Stripe"
"P001458";"G01385";333;26.6;"2026-01-30";"Card"
"P001459";"G01386";130;119.52;"2026-06-15";"Card"
"P001460";"G01387";326;89.3;"2026-01-26";"Card"
"P001461";"G01388";521;62.57;"2026-02-27";"Card"
"P001462";"G01388";521;136.41;"2026-02-28";"Stripe"
"P001463";"G01389";212;134.59;"2026-02-12";"Stripe"
"P001464";"G01390";531;74.01;"2026-06-03";"Card"
"P001465";"G01391";111;140.65;"2026-05-01";"Card"
"P001466";"G01393";512;143.06;"2026-01-11";"Stripe"
"P001467";"G01394";522;102.31;"2026-03-27";"Stripe"
"P001468";"G01395";502;117.77;"2026-06-27";"Card"
"P001469";"G01396";112;174.38;"2026-05-01";"Card"
"P001470";"G01397";132;82.91;"2026-04-24";"Stripe"
"P001471";"G01398";412;26.89;"2026-05-18";"Card"
"P001472";"G01398";412;41.64;"2026-05-18";"Card"
"P001473";"G01398";412;31.69;"2026-05-17";"Stripe"
"P001474";"G01399";225;18.46;"2026-04-10";"Card"
"P001475";"G01400";310;15.62;"2026-05-22";"Card"
"P001476";"G01401";413;29.08;"2026-06-14";"Card"
"P001477";"G01401";413;12.03;"2026-06-14";"Card"
"P001478";"G01401";413;15.84;"2026-06-14";"Card"
"P001479";"G01402";402;172.72;"2026-05-04";"Cash"
"P001480";"G01403";207;33.57;"2026-03-13";"Card"
"P001481";"G01403";207;55.22;"2026-03-13";"Stripe"
"P001482";"G01404";122;24.88;"2026-03-19";"Card"
"P001483";"G01405";310;29.11;"2026-05-04";"Stripe"
"P001484";"G01405";310;56.95;"2026-05-11";"Stripe"
"P001485";"G01406";122;2.13;"2026-01-11";"Stripe"
"P001486";"G01406";122;1.6;"2026-01-11";"Stripe"
"P001487";"G01407";333;138.72;"2026-04-01";"Card"
"P001488";"G01408";422;190.85;"2026-04-30";"Card"
"P001489";"G01409";408;67.57;"2026-04-27";"Stripe"
"P001490";"G01411";306;129.56;"2026-02-09";"Stripe"
"P001491";"G01414";210;96.46;"2026-03-17";"Stripe"
"P001492";"G01415";427;109.58;"2026-04-05";"Cash"
"P001493";"G01416";434;46.17;"2026-03-03";"Stripe"
"P001494";"G01417";202;207.03;"2026-03-27";"Card"
"P001495";"G01418";131;64.17;"2026-03-28";"Card"
"P001496";"G01419";113;94.05;"2026-05-23";"Card"
"P001497";"G01420";402;137.92;"2026-04-02";"Card"
"P001498";"G01421";507;219.92;"2026-06-12";"Cash"
"P001499";"G01422";330;33.2;"2026-02-11";"Card"
"P001500";"G01423";516;65.34;"2026-05-12";"Card"
"P001501";"G01424";422;30.48;"2026-02-20";"Card"
"P001502";"G01424";422;74.26;"2026-02-20";"Card"
"P001503";"G01425";311;178.5;"2026-02-02";"Stripe"
"P001504";"G01426";324;264.76;"2026-03-26";"Stripe"
"P001505";"G01427";122;17.28;"2026-01-19";"Card"
"P001506";"G01428";206;18.91;"2026-01-08";"Card"
"P001507";"G01428";206;47.23;"2026-01-08";"Card"
"P001508";"G01429";321;5.06;"2026-05-08";"Card"
"P001509";"G01430";234;24.04;"2026-01-29";"Stripe"
"P001510";"G01430";234;31.65;"2026-01-29";"Card"
"P001511";"G01431";317;59.62;"2026-01-28";"Card"
"P001512";"G01431";317;49.99;"2026-01-28";"Card"
"P001513";"G01432";301;25.5;"2026-06-17";"Card"
"P001514";"G01433";109;73.11;"2026-06-29";"Card"
"P001515";"G01433";109;58.72;"2026-06-30";"Stripe"
"P001516";"G01434";117;244.55;"2026-05-11";"Stripe"
"P001517";"G01435";225;320.33;"2026-06-06";"Card"
"P001518";"G01436";334;147.77;"2026-02-07";"Card"
"P001519";"G01437";521;79.01;"2026-04-04";"Cash"
"P001520";"G01438";325;62.77;"2026-01-14";"Cash"
"P001521";"G01439";323;8.23;"2026-03-21";"Card"
"P001522";"G01439";323;8.08;"2026-03-23";"Stripe"
"P001523";"G01439";323;9.05;"2026-03-21";"Card"
"P001524";"G01440";519;143.66;"2026-01-14";"Card"
"P001525";"G01441";108;158.83;"2026-03-11";"Card"
"P001526";"G01443";207;275.82;"2026-06-30";"Stripe"
"P001527";"G01444";423;232.06;"2026-02-07";"Stripe"
"P001528";"G01445";526;42.44;"2026-02-01";"Card"
"P001529";"G01446";123;89.99;"2026-04-14";"Card"
"P001530";"G01447";325;60.63;"2026-02-28";"Card"
"P001531";"G01448";125;31.92;"2026-02-11";"Card"
"P001532";"G01449";107;50.56;"2026-03-04";"Card"
"P001533";"G01451";432;53.48;"2026-02-27";"Card"
"P001534";"G01451";432;33.49;"2026-02-27";"Card"
"P001535";"G01452";312;104.81;"2026-05-02";"Card"
"P001536";"G01453";431;120.23;"2026-05-08";"Card"
"P001537";"G01454";413;146.92;"2026-05-07";"Card"
"P001538";"G01455";226;247.58;"2026-04-10";"Card"
"P001539";"G01456";417;9.19;"2026-06-25";"Card"
"P001540";"G01457";503;66.19;"2026-04-27";"Cash"
"P001541";"G01457";503;163.24;"2026-04-27";"Cash"
"P001542";"G01458";303;229.41;"2026-01-04";"Card"
"P001543";"G01459";515;203.26;"2026-06-06";"Stripe"
"P001544";"G01460";414;18.03;"2026-05-13";"Card"
"P001545";"G01460";414;29.47;"2026-05-12";"Card"
"P001546";"G01461";107;7.7;"2026-03-16";"Cash"
"P001547";"G01461";107;9.58;"2026-03-16";"Card"
"P001548";"G01462";302;76.07;"2026-01-13";"Card"
"P001549";"G01462";302;33.27;"2026-01-13";"Card"
"P001550";"G01462";302;63.61;"2026-01-13";"Card"
"P001551";"G01463";222;82.7;"2026-03-28";"Stripe"
"P001552";"G01464";324;22.01;"2026-06-24";"Card"
"P001553";"G01464";324;7.98;"2026-06-28";"Cash"
"P001554";"G01464";324;23.95;"2026-06-24";"Card"
"P001555";"G01465";313;32.43;"2026-03-05";"Cash"
"P001556";"G01466";331;102.68;"2026-05-19";"Card"
"P001557";"G01467";327;130.04;"2026-04-22";"Card"
"P001558";"G01468";134;194.7;"2026-02-20";"Stripe"
"P001559";"G01469";502;144.62;"2026-01-17";"Cash"
"P001560";"G01470";328;180.78;"2026-06-30";"Stripe"
"P001561";"G01471";308;120.18;"2026-05-30";"Stripe"
"P001562";"G01472";509;306.34;"2026-01-06";"Card"
"P001563";"G01473";103;117.98;"2026-05-10";"Card"
"P001564";"G01474";308;35.3;"2026-04-25";"Stripe"
"P001565";"G01475";507;72.22;"2026-01-22";"Card"
"P001566";"G01475";507;52.78;"2026-01-22";"Card"
"P001567";"G01476";420;81.05;"2026-01-14";"Card"
"P001568";"G01477";405;139.51;"2026-06-30";"Card"
"P001569";"G01478";231;416.41;"2026-01-22";"Stripe"
"P001570";"G01479";433;11.68;"2026-03-17";"Card"
"P001571";"G01480";503;317.73;"2026-01-20";"Stripe"
"P001572";"G01481";101;179.84;"2026-06-02";"Card"
"P001573";"G01482";533;166.57;"2026-03-01";"Cash"
"P001574";"G01483";533;94.18;"2026-02-24";"Card"
"P001575";"G01484";407;114.24;"2026-06-04";"Card"
"P001576";"G01484";407;148.96;"2026-06-09";"Card"
"P001577";"G01485";316;52.4;"2026-03-07";"Card"
"P001578";"G01486";210;58.39;"2026-05-16";"Card"
"P001579";"G01486";210;82.36;"2026-05-11";"Card"
"P001580";"G01487";507;25.76;"2026-03-08";"Stripe"
"P001581";"G01488";232;34.7;"2026-02-19";"Card"
"P001582";"G01488";232;27.51;"2026-02-23";"Cash"
"P001583";"G01489";111;21.97;"2026-04-04";"Stripe"
"P001584";"G01489";111;16.74;"2026-04-02";"Card"
"P001585";"G01490";129;217.13;"2026-05-14";"Card"
"P001586";"G01492";506;66.83;"2026-04-11";"Card"
"P001587";"G01493";529;100.19;"2026-01-27";"Stripe"
"P001588";"G01493";529;63.56;"2026-01-23";"Cash"
"P001589";"G01494";234;27.47;"2026-02-10";"Card"
"P001590";"G01495";411;61.67;"2026-06-17";"Stripe"
"P001591";"G01496";107;8.94;"2026-02-16";"Card"
"P001592";"G01496";107;7.3;"2026-02-14";"Card"
"P001593";"G01497";331;29.57;"2026-05-26";"Stripe"
"P001594";"G01498";428;41.68;"2026-01-22";"Stripe"
"P001595";"G01499";329;139.58;"2026-06-09";"Card"
"P001596";"G01500";227;27.18;"2026-03-03";"Card"
"P001597";"G01501";221;69.35;"2026-02-13";"Card"
"P001598";"G01502";312;218.37;"2026-06-04";"Card"
"P001599";"G01503";226;115.14;"2026-01-26";"Stripe"
"P001600";"G01504";528;117.55;"2026-06-25";"Card"
"P001601";"G01505";114;181.37;"2026-04-04";"Card"
"P001602";"G01506";434;58.34;"2026-03-10";"Stripe"
"P001603";"G01506";434;67.22;"2026-03-10";"Card"
"P001604";"G01507";332;224.53;"2026-04-24";"Stripe"
"P001605";"G01508";215;308.24;"2026-04-18";"Stripe"
"P001606";"G01509";412;14.56;"2026-03-22";"Card"
"P001607";"G01509";412;24.45;"2026-03-21";"Stripe"
"P001608";"G01510";207;9.78;"2026-06-05";"Card"
"P001609";"G01512";121;19.82;"2026-03-09";"Card"
"P001610";"G01513";517;131.27;"2026-05-08";"Cash"
"P001611";"G01515";424;30.6;"2026-02-23";"Card"
"P001612";"G01517";303;59.02;"2026-06-12";"Card"
"P001613";"G01518";414;130.28;"2026-01-14";"Cash"
"P001614";"G01519";206;21.24;"2026-01-17";"Card"
"P001615";"G01519";206;53.54;"2026-01-14";"Stripe"
"P001616";"G01520";108;81.78;"2026-01-10";"Card"
"P001617";"G01522";533;128.86;"2026-04-04";"Card"
"P001618";"G01523";505;452.6;"2026-01-01";"Card"
"P001619";"G01525";308;60.66;"2026-03-03";"Cash"
"P001620";"G01526";415;185.66;"2026-03-25";"Card"
"P001621";"G01527";320;149.49;"2026-03-03";"Cash"
"P001622";"G01528";128;49.32;"2026-01-20";"Card"
"P001623";"G01529";315;71.27;"2026-01-25";"Card"
"P001624";"G01529";315;102.53;"2026-01-25";"Stripe"
"P001625";"G01530";518;45.05;"2026-05-24";"Card"
"P001626";"G01532";416;133.7;"2026-04-11";"Stripe"
"P001627";"G01533";413;326.91;"2026-04-03";"Stripe"
"P001628";"G01534";526;205.34;"2026-03-05";"Cash"
"P001629";"G01535";423;297.61;"2026-05-02";"Card"
"P001630";"G01536";214;66.42;"2026-02-21";"Stripe"
"P001631";"G01537";205;180.24;"2026-06-21";"Stripe"
"P001632";"G01538";506;224.66;"2026-01-11";"Card"
"P001633";"G01539";226;63.17;"2026-04-03";"Card"
"P001634";"G01540";401;233.33;"2026-01-07";"Stripe"
"P001635";"G01541";504;5.48;"2026-06-21";"Cash"
"P001636";"G01541";504;9.2;"2026-06-21";"Card"
"P001637";"G01541";504;5.79;"2026-06-21";"Card"
"P001638";"G01542";534;53.55;"2026-04-29";"Card"
"P001639";"G01542";534;69.59;"2026-04-28";"Card"
"P001640";"G01543";511;11.65;"2026-03-06";"Card"
"P001641";"G01543";511;10.94;"2026-03-06";"Card"
"P001642";"G01545";115;69.54;"2026-06-03";"Stripe"
"P001643";"G01546";403;118.52;"2026-06-24";"Card"
"P001644";"G01547";204;77.06;"2026-06-26";"Cash"
"P001645";"G01548";111;168.76;"2026-04-08";"Card"
"P001646";"G01549";308;136.89;"2026-04-21";"Card"
"P001647";"G01549";308;228.19;"2026-04-21";"Cash"
"P001648";"G01550";134;153.21;"2026-06-04";"Card"
"P001649";"G01551";103;240.64;"2026-01-27";"Stripe"
"P001650";"G01552";209;369.22;"2026-02-17";"Card"
"P001651";"G01553";524;336.44;"2026-01-31";"Stripe"
"P001652";"G01554";404;473.4;"2026-05-11";"Cash"
"P001653";"G01556";321;21.95;"2026-06-13";"Stripe"
"P001654";"G01556";321;12.47;"2026-06-13";"Cash"
"P001655";"G01557";330;182.95;"2026-04-29";"Cash"
"P001656";"G01558";421;46.11;"2026-01-30";"Card"
"P001657";"G01559";325;170.33;"2026-01-30";"Card"
"P001658";"G01560";207;219.49;"2026-06-30";"Card"
"P001659";"G01561";415;193.31;"2026-02-05";"Card"
"P001660";"G01563";108;19.45;"2026-03-19";"Cash"
"P001661";"G01563";108;29.32;"2026-03-19";"Card"
"P001662";"G01564";310;63.01;"2026-02-17";"Card"
"P001663";"G01564";310;48.64;"2026-02-17";"Stripe"
"P001664";"G01565";332;122.24;"2026-03-11";"Cash"
"P001665";"G01566";127;209.74;"2026-02-27";"Cash"
"P001666";"G01568";118;224.92;"2026-03-21";"Card"
"P001667";"G01568";118;196.2;"2026-03-21";"Card"
"P001668";"G01569";233;66.19;"2026-04-11";"Card"
"P001669";"G01570";331;13.61;"2026-03-22";"Card"
"P001670";"G01571";407;326.66;"2026-01-16";"Card"
"P001671";"G01572";516;255.03;"2026-05-31";"Card"
"P001672";"G01573";201;57.77;"2026-03-25";"Cash"
"P001673";"G01574";112;324.77;"2026-06-19";"Card"
"P001674";"G01575";207;36.49;"2026-05-15";"Cash"
"P001675";"G01576";516;154.9;"2026-03-23";"Card"
"P001676";"G01576";516;101.17;"2026-03-27";"Cash"
"P001677";"G01577";231;126.46;"2026-01-09";"Stripe"
"P001678";"G01577";231;187.52;"2026-01-09";"Card"
"P001679";"G01578";406;187.32;"2026-02-14";"Cash"
"P001680";"G01579";522;340.51;"2026-01-29";"Card"
"P001681";"G01580";507;65.26;"2026-04-22";"Card"
"P001682";"G01581";313;75.39;"2026-05-11";"Cash"
"P001683";"G01581";313;201.6;"2026-05-12";"Cash"
"P001684";"G01582";530;47.3;"2026-06-08";"Stripe"
"P001685";"G01582";530;94.99;"2026-06-08";"Card"
"P001686";"G01583";227;217.56;"2026-06-09";"Card"
"P001687";"G01584";314;168.81;"2026-06-09";"Cash"
"P001688";"G01585";215;33.36;"2026-01-29";"Card"
"P001689";"G01586";514;42.54;"2026-04-17";"Card"
"P001690";"G01586";514;23.16;"2026-04-17";"Stripe"
"P001691";"G01588";224;119.46;"2026-02-06";"Stripe"
"P001692";"G01589";512;168.11;"2026-04-30";"Card"
"P001693";"G01590";311;183.02;"2026-03-19";"Cash"
"P001694";"G01592";233;209.1;"2026-02-16";"Card"
"P001695";"G01593";316;82.97;"2026-06-30";"Card"
"P001696";"G01593";316;95.47;"2026-06-30";"Card"
"P001697";"G01594";211;13.75;"2026-03-24";"Card"
"P001698";"G01595";529;8.11;"2026-04-08";"Card"
"P001699";"G01595";529;5.32;"2026-04-07";"Card"
"P001700";"G01596";530;254.95;"2026-02-21";"Card"
"P001701";"G01597";417;6.65;"2026-03-07";"Card"
"P001702";"G01599";524;83.15;"2026-02-26";"Stripe"
"P001703";"G01600";220;112.21;"2026-01-19";"Card"
"P001704";"G01601";522;95.9;"2026-01-04";"Cash"
"P001705";"G01602";529;156.12;"2026-03-01";"Cash"
"P001706";"G01604";212;61.52;"2026-05-29";"Card"
"P001707";"G01605";123;84.55;"2026-03-10";"Card"
"P001708";"G01605";123;114.45;"2026-03-05";"Card"
"P001709";"G01606";109;121.09;"2026-06-15";"Card"
"P001710";"G01607";432;91.29;"2026-03-28";"Card"
"P001711";"G01607";432;172.31;"2026-03-29";"Stripe"
"P001712";"G01608";111;189.72;"2026-05-07";"Stripe"
"P001713";"G01610";512;14.24;"2026-02-18";"Stripe"
"P001714";"G01610";512;34.7;"2026-02-18";"Card"
"P001715";"G01611";301;34.32;"2026-06-27";"Stripe"
"P001716";"G01612";208;153.81;"2026-03-03";"Card"
"P001717";"G01613";311;33.98;"2026-05-05";"Card"
"P001718";"G01614";201;79.05;"2026-05-23";"Stripe"
"P001719";"G01616";516;27.32;"2026-05-21";"Card"
"P001720";"G01617";532;305.67;"2026-01-16";"Stripe"
"P001721";"G01618";427;98.37;"2026-02-28";"Card"
"P001722";"G01618";427;58.09;"2026-02-28";"Card"
"P001723";"G01620";103;174.68;"2026-06-23";"Card"
"P001724";"G01621";507;143.78;"2026-05-10";"Card"
"P001725";"G01622";203;114.21;"2026-02-20";"Card"
"P001726";"G01623";323;66.96;"2026-01-04";"Cash"
"P001727";"G01624";505;467.47;"2026-03-06";"Stripe"
"P001728";"G01626";102;30.42;"2026-06-26";"Card"
"P001729";"G01626";102;32.71;"2026-06-24";"Card"
"P001730";"G01627";428;29.65;"2026-03-17";"Stripe"
"P001731";"G01628";120;85.8;"2026-05-20";"Card"
"P001732";"G01628";120;68.98;"2026-05-22";"Card"
"P001733";"G01629";421;133.99;"2026-01-17";"Card"
"P001734";"G01630";122;133.18;"2026-05-12";"Card"
"P001735";"G01630";122;149.62;"2026-05-12";"Card"
"P001736";"G01631";403;227.44;"2026-03-18";"Card"
"P001737";"G01632";228;187.02;"2026-04-10";"Card"
"P001738";"G01633";112;103.55;"2026-04-27";"Stripe"
"P001739";"G01634";425;62.82;"2026-01-15";"Card"
"P001740";"G01635";408;106.3;"2026-01-11";"Card"
"P001741";"G01636";331;84.44;"2026-02-11";"Card"
"P001742";"G01637";206;57.52;"2026-02-16";"Card"
"P001743";"G01638";226;38.63;"2026-02-14";"Card"
"P001744";"G01639";527;82.74;"2026-03-04";"Card"
"P001745";"G01640";411;23.69;"2026-04-04";"Card"
"P001746";"G01641";309;43.85;"2026-04-20";"Card"
"P001747";"G01642";509;43.92;"2026-06-22";"Stripe"
"P001748";"G01644";327;8.49;"2026-06-13";"Card"
"P001749";"G01645";302;225.57;"2026-03-30";"Card"
"P001750";"G01646";230;88.44;"2026-04-24";"Card"
"P001751";"G01647";101;143.3;"2026-03-27";"Cash"
"P001752";"G01649";113;214.2;"2026-06-04";"Card"
"P001753";"G01652";505;11.02;"2026-03-18";"Card"
"P001754";"G01652";505;13.48;"2026-03-18";"Card"
"P001755";"G01654";533;109.01;"2026-01-27";"Card"
"P001756";"G01655";120;38.39;"2026-01-17";"Card"
"P001757";"G01655";120;29.53;"2026-01-17";"Cash"
"P001758";"G01657";102;17.75;"2026-01-21";"Card"
"P001759";"G01657";102;31.02;"2026-01-21";"Card"
"P001760";"G01658";101;296.63;"2026-03-01";"Card"
"P001761";"G01659";434;17.03;"2026-06-29";"Card"
"P001762";"G01660";233;162.19;"2026-06-15";"Cash"
"P001763";"G01661";430;61.39;"2026-05-10";"Cash"
"P001764";"G01662";201;159.72;"2026-05-07";"Card"
"P001765";"G01663";408;152.82;"2026-06-01";"Card"
"P001766";"G01665";127;162.44;"2026-03-21";"Card"
"P001767";"G01666";120;389.95;"2026-05-14";"Card"
"P001768";"G01668";121;240.46;"2026-01-29";"Card"
"P001769";"G01669";512;19.09;"2026-06-19";"Cash"
"P001770";"G01669";512;18.76;"2026-06-19";"Stripe"
"P001771";"G01670";505;216.89;"2026-01-26";"Card"
"P001772";"G01671";201;90.14;"2026-03-03";"Card"
"P001773";"G01672";429;10.61;"2026-04-04";"Stripe"
"P001774";"G01673";511;114.05;"2026-04-10";"Card"
"P001775";"G01674";222;13.55;"2026-05-08";"Stripe"
"P001776";"G01675";217;76.12;"2026-06-29";"Stripe"
"P001777";"G01675";217;73.32;"2026-06-30";"Card"
"P001778";"G01676";427;44.36;"2026-01-10";"Stripe"
"P001779";"G01677";413;44.84;"2026-02-03";"Card"
"P001780";"G01677";413;90.1;"2026-02-09";"Card"
"P001781";"G01678";125;78.35;"2026-03-10";"Card"
"P001782";"G01678";125;115.65;"2026-03-10";"Card"
"P001783";"G01679";304;127.56;"2026-02-14";"Card"
"P001784";"G01680";130;18.21;"2026-03-18";"Card"
"P001785";"G01680";130;16.68;"2026-03-17";"Card"
"P001786";"G01681";423;100.66;"2026-03-23";"Card"
"P001787";"G01682";514;106.34;"2026-04-09";"Card"
"P001788";"G01683";415;308.63;"2026-02-27";"Stripe"
"P001789";"G01684";405;16.66;"2026-02-17";"Card"
"P001790";"G01685";534;140.39;"2026-05-03";"Card"
"P001791";"G01686";225;194.14;"2026-06-11";"Card"
"P001792";"G01687";323;9.94;"2026-03-14";"Card"
"P001793";"G01687";323;16.61;"2026-03-14";"Card"
"P001794";"G01688";519;53.85;"2026-03-01";"Stripe"
"P001795";"G01689";205;152.14;"2026-04-12";"Card"
"P001796";"G01691";215;114.55;"2026-01-15";"Stripe"
"P001797";"G01692";204;39.59;"2026-05-14";"Stripe"
"P001798";"G01692";204;40.18;"2026-05-14";"Stripe"
"P001799";"G01692";204;35.61;"2026-05-14";"Card"
"P001800";"G01693";420;35.73;"2026-03-30";"Stripe"
"P001801";"G01694";114;40.99;"2026-04-21";"Stripe"
"P001802";"G01695";410;2.25;"2026-04-16";"Card"
"P001803";"G01695";410;2.58;"2026-04-15";"Cash"
"P001804";"G01695";410;2.21;"2026-04-16";"Cash"
"P001805";"G01696";513;231.68;"2026-02-08";"Card"
"P001806";"G01699";505;64.33;"2026-05-08";"Card"
"P001807";"G01700";234;305.98;"2026-03-06";"Card"
"P001808";"G01701";127;38.12;"2026-06-16";"Card"
"P001809";"G01701";127;101.64;"2026-06-15";"Stripe"
"P001810";"G01702";218;47.38;"2026-05-19";"Card"
"P001811";"G01703";106;126.96;"2026-03-09";"Card"
"P001812";"G01704";128;70.13;"2026-02-06";"Stripe"
"P001813";"G01705";327;15.51;"2026-01-08";"Cash"
"P001814";"G01705";327;14.8;"2026-01-11";"Card"
"P001815";"G01706";511;171.59;"2026-05-15";"Card"
"P001816";"G01707";129;58.26;"2026-05-24";"Cash"
"P001817";"G01708";202;351.97;"2026-06-03";"Card"
"P001818";"G01709";211;148.69;"2026-06-11";"Cash"
"P001819";"G01711";420;70.64;"2026-02-12";"Stripe"
"P001820";"G01712";122;183.8;"2026-04-19";"Stripe"
"P001821";"G01714";501;69.25;"2026-01-25";"Stripe"
"P001822";"G01715";121;280.55;"2026-05-28";"Card"
"P001823";"G01716";412;98.44;"2026-02-18";"Card"
